id_case,activity,enabled_time,start_time,end_time,role,resource,wip_wait,wip_start,wip_end,wip_activity,ro_total,ro_single,queue,prefix,attribute_case,attribute_event
46,Activity E,2023-11-28 10:24:06.502403,2023-11-28 10:24:06.502403,2023-11-28 10:24:27.769342,R6,R6,2,2,2,1,[],1.0,21.266938978749927,['Activity E'],{},{}
39,Activity F,2023-11-28 10:22:32.486968,2023-11-28 10:22:32.486968,2023-11-28 10:24:46.041197,R5,R5,2,2,3,2,[],1.0,133.55422844100465,"['Activity E', 'Activity F']",{},{}
47,Activity E,2023-11-28 10:24:27.769342,2023-11-28 10:24:27.769342,2023-11-28 10:24:49.476743,R6,R6,3,3,2,1,[],1.0,21.707401141244624,['Activity E'],{},{}
47,Activity F,2023-11-28 10:24:49.476743,2023-11-28 10:24:49.476743,2023-11-28 10:25:28.413202,R6,R6,2,2,2,2,[],1.0,38.9364593496824,"['Activity E', 'Activity F']",{},{}
46,Activity F,2023-11-28 10:24:46.041197,2023-11-28 10:24:46.041197,2023-11-28 10:26:33.281465,R5,R5,2,2,2,1,[],1.0,107.24026847457539,"['Activity E', 'Activity F']",{},{}
48,Activity E,2023-11-28 10:25:28.413202,2023-11-28 10:25:28.413202,2023-11-28 10:27:07.550577,R6,R6,2,2,2,1,[],1.0,99.13737469631442,['Activity E'],{},{}
49,Activity E,2023-11-28 10:26:33.281465,2023-11-28 10:26:33.281465,2023-11-28 10:27:22.515583,R5,R5,2,2,3,2,[],1.0,49.234118085498096,['Activity E'],{},{}
50,Activity E,2023-11-28 10:27:07.550577,2023-11-28 10:27:07.550577,2023-11-28 10:30:53.869612,R6,R6,3,3,3,2,[],1.0,226.3190352984164,['Activity E'],{},{}
49,Activity F,2023-11-28 10:27:22.515583,2023-11-28 10:27:22.515583,2023-11-28 10:31:45.455729,R5,R5,3,3,3,1,[],1.0,262.940145379306,"['Activity E', 'Activity F']",{},{}
48,Activity F,2023-11-28 10:31:45.455729,2023-11-28 10:31:45.455729,2023-11-28 10:33:08.702054,R5,R5,2,2,2,2,[],1.0,83.24632487001743,"['Activity E', 'Activity F']",{},{}
51,Activity E,2023-11-28 10:33:08.702054,2023-11-28 10:33:08.702054,2023-11-28 10:33:32.945872,R5,R5,2,2,2,1,[],1.0,24.243818581853823,['Activity E'],{},{}
51,Activity F,2023-11-28 10:33:32.945872,2023-11-28 10:33:32.945872,2023-11-28 10:33:53.935218,R5,R5,2,2,2,2,[],1.0,20.989345319292543,"['Activity E', 'Activity F']",{},{}
52,Activity E,2023-11-28 10:33:53.935218,2023-11-28 10:33:53.935218,2023-11-28 10:34:14.171466,R5,R5,2,2,2,1,[],1.0,20.236248441435254,['Activity E'],{},{}
50,Activity F,2023-11-28 10:30:53.869612,2023-11-28 10:30:53.869612,2023-11-28 10:34:23.652377,R6,R6,3,3,2,2,[],1.0,209.78276441373788,"['Activity E', 'Activity F']",{},{}
52,Activity F,2023-11-28 10:34:14.171466,2023-11-28 10:34:14.171466,2023-11-28 10:34:36.438718,R5,R5,2,2,2,2,[],1.0,22.267251829147504,"['Activity E', 'Activity F']",{},{}
54,Activity E,2023-11-28 10:34:36.438718,2023-11-28 10:34:36.438718,2023-11-28 10:35:01.506502,R5,R5,2,2,2,2,[],1.0,25.067783918986613,['Activity E'],{},{}
53,Activity E,2023-11-28 10:34:23.652377,2023-11-28 10:34:23.652377,2023-11-28 10:35:28.891217,R6,R6,2,2,2,1,[],1.0,65.23884066602389,['Activity E'],{},{}
55,Activity E,2023-11-28 10:35:28.891217,2023-11-28 10:35:28.891217,2023-11-28 10:36:06.598099,R6,R6,3,3,3,1,[],1.0,37.70688170598715,['Activity E'],{},{}
54,Activity F,2023-11-28 10:35:01.506502,2023-11-28 10:35:01.506502,2023-11-28 10:36:32.513493,R5,R5,2,2,4,1,[],1.0,91.00699145504281,"['Activity E', 'Activity F']",{},{}
55,Activity F,2023-11-28 10:36:32.513493,2023-11-28 10:36:32.513493,2023-11-28 10:37:52.249608,R5,R5,3,3,3,1,[],1.0,79.73611482983598,"['Activity E', 'Activity F']",{},{}
56,Activity E,2023-11-28 10:36:06.598099,2023-11-28 10:36:06.598099,2023-11-28 10:39:10.031311,R6,R6,4,4,2,1,[],1.0,183.4332123833211,['Activity E'],{},{}
53,Activity F,2023-11-28 10:37:52.249608,2023-11-28 10:37:52.249608,2023-11-28 10:39:56.365225,R5,R5,2,2,3,1,[],1.0,124.11561720665604,"['Activity E', 'Activity F']",{},{}
56,Activity F,2023-11-28 10:39:56.365225,2023-11-28 10:39:56.365225,2023-11-28 10:40:52.336468,R5,R5,2,2,2,1,[],1.0,55.97124259657583,"['Activity E', 'Activity F']",{},{}
57,Activity E,2023-11-28 10:39:10.031311,2023-11-28 10:39:10.031311,2023-11-28 10:44:21.209803,R6,R6,3,3,2,1,[],1.0,311.1784914870609,['Activity E'],{},{}
58,Activity E,2023-11-28 10:40:52.336468,2023-11-28 10:40:52.336468,2023-11-28 10:44:49.979846,R5,R5,2,2,2,2,[],1.0,237.64337827519185,['Activity E'],{},{}
58,Activity F,2023-11-28 10:44:49.979846,2023-11-28 10:44:49.979846,2023-11-28 10:45:08.406603,R5,R5,2,2,2,2,[],1.0,18.426756554314174,"['Activity E', 'Activity F']",{},{}
59,Activity E,2023-11-28 10:45:08.406603,2023-11-28 10:45:08.406603,2023-11-28 10:46:01.277888,R5,R5,2,2,2,1,[],1.0,52.87128512520128,['Activity E'],{},{}
59,Activity F,2023-11-28 10:46:01.277888,2023-11-28 10:46:01.277888,2023-11-28 10:47:46.500583,R5,R5,2,2,2,2,[],1.0,105.2226955440465,"['Activity E', 'Activity F']",{},{}
60,Activity E,2023-11-28 10:47:46.500583,2023-11-28 10:47:46.500583,2023-11-28 10:48:40.500074,R5,R5,2,2,2,1,[],1.0,53.99949049742331,['Activity E'],{},{}
60,Activity F,2023-11-28 10:48:40.500074,2023-11-28 10:48:40.500074,2023-11-28 10:51:13.720387,R5,R5,2,2,2,2,[],1.0,153.22031297828948,"['Activity E', 'Activity F']",{},{}
57,Activity F,2023-11-28 10:44:21.209803,2023-11-28 10:44:21.209803,2023-11-28 10:51:57.806793,R6,R6,2,2,2,1,[],1.0,456.5969903117327,"['Activity E', 'Activity F']",{},{}
62,Activity E,2023-11-28 10:51:57.806793,2023-11-28 10:51:57.806793,2023-11-28 10:52:40.848669,R6,R6,2,2,2,2,[],1.0,43.04187594398765,['Activity E'],{},{}
61,Activity E,2023-11-28 10:51:13.720387,2023-11-28 10:51:13.720387,2023-11-28 10:52:48.055670,R5,R5,2,2,2,1,[],1.0,94.3352827109862,['Activity E'],{},{}
63,Activity E,2023-11-28 10:52:48.055670,2023-11-28 10:52:48.055670,2023-11-28 10:53:10.763955,R5,R5,3,3,3,1,[],1.0,22.70828543760218,['Activity E'],{},{}
63,Activity F,2023-11-28 10:53:10.763955,2023-11-28 10:53:10.763955,2023-11-28 10:53:11.598680,R5,R5,3,3,3,2,[],1.0,0.8347250697602413,"['Activity E', 'Activity F']",{},{}
