id_case,activity,enabled_time,start_time,end_time,role,resource,wip_wait,wip_start,wip_end,wip_activity,ro_total,ro_single,queue,prefix,attribute_case,attribute_event
31,Activity F,2023-11-28 10:52:44.364935,2023-11-28 10:52:44.364935,2023-11-28 10:53:55.579194,R5,R5,69,69,69,2,[],1.0,71.21425833896527,"['Activity E', 'Activity F']",{},{}
25,Activity F,2023-11-28 10:47:07.208541,2023-11-28 10:47:07.208541,2023-11-28 10:54:14.695333,R6,R6,76,76,68,2,[],1.0,427.48679157002624,"['Activity E', 'Activity F']",{},{}
34,Activity F,2023-11-28 10:53:55.579194,2023-11-28 10:53:55.579194,2023-11-28 10:55:05.921189,R5,R5,68,68,67,2,[],1.0,70.34199583464239,"['Activity E', 'Activity F']",{},{}
36,Activity F,2023-11-28 10:55:05.921189,2023-11-28 10:55:05.921189,2023-11-28 10:58:33.562811,R5,R5,66,66,66,2,[],1.0,207.64162145040137,"['Activity E', 'Activity F']",{},{}
35,Activity F,2023-11-28 10:54:14.695333,2023-11-28 10:54:14.695333,2023-11-28 11:00:25.769992,R6,R6,67,67,65,2,[],1.0,371.07465910175773,"['Activity E', 'Activity F']",{},{}
38,Activity F,2023-11-28 11:00:25.769992,2023-11-28 11:00:25.769992,2023-11-28 11:00:54.719259,R6,R6,64,64,64,2,[],1.0,28.949266445477353,"['Activity E', 'Activity F']",{},{}
33,Activity F,2023-11-28 10:58:33.562811,2023-11-28 10:58:33.562811,2023-11-28 11:01:35.202472,R5,R5,65,65,63,2,[],1.0,181.6396615469747,"['Activity E', 'Activity F']",{},{}
37,Activity F,2023-11-28 11:00:54.719259,2023-11-28 11:00:54.719259,2023-11-28 11:02:14.526009,R6,R6,63,63,62,2,[],1.0,79.80675011405259,"['Activity E', 'Activity F']",{},{}
40,Activity F,2023-11-28 11:01:35.202472,2023-11-28 11:01:35.202472,2023-11-28 11:05:25.193076,R5,R5,62,62,61,2,[],1.0,229.99060387228747,"['Activity E', 'Activity F']",{},{}
41,Activity F,2023-11-28 11:02:14.526009,2023-11-28 11:02:14.526009,2023-11-28 11:05:56.722797,R6,R6,61,61,60,2,[],1.0,222.19678808625653,"['Activity E', 'Activity F']",{},{}
39,Activity F,2023-11-28 11:05:25.193076,2023-11-28 11:05:25.193076,2023-11-28 11:05:59.250957,R5,R5,60,60,59,2,[],1.0,34.05788117116092,"['Activity E', 'Activity F']",{},{}
42,Activity F,2023-11-28 11:05:59.250957,2023-11-28 11:05:59.250957,2023-11-28 11:07:32.795667,R5,R5,58,58,58,2,[],1.0,93.54471007670584,"['Activity E', 'Activity F']",{},{}
44,Activity F,2023-11-28 11:07:32.795667,2023-11-28 11:07:32.795667,2023-11-28 11:07:47.911677,R5,R5,57,57,57,2,[],1.0,15.116009299919632,"['Activity E', 'Activity F']",{},{}
45,Activity F,2023-11-28 11:07:47.911677,2023-11-28 11:07:47.911677,2023-11-28 11:08:20.975450,R5,R5,56,56,56,2,[],1.0,33.063772780782,"['Activity E', 'Activity F']",{},{}
43,Activity F,2023-11-28 11:05:56.722797,2023-11-28 11:05:56.722797,2023-11-28 11:09:56.482136,R6,R6,59,59,55,2,[],1.0,239.75933945279002,"['Activity E', 'Activity F']",{},{}
46,Activity F,2023-11-28 11:08:20.975450,2023-11-28 11:08:20.975450,2023-11-28 11:10:26.455122,R5,R5,55,55,54,2,[],1.0,125.47967214492375,"['Activity E', 'Activity F']",{},{}
48,Activity F,2023-11-28 11:09:56.482136,2023-11-28 11:09:56.482136,2023-11-28 11:10:42.300135,R6,R6,54,54,53,2,[],1.0,45.81799926984114,"['Activity E', 'Activity F']",{},{}
49,Activity F,2023-11-28 11:10:26.455122,2023-11-28 11:10:26.455122,2023-11-28 11:11:24.970986,R5,R5,53,53,52,2,[],1.0,58.51586471426781,"['Activity E', 'Activity F']",{},{}
50,Activity F,2023-11-28 11:10:42.300135,2023-11-28 11:10:42.300135,2023-11-28 11:12:39.557059,R6,R6,52,52,51,2,[],1.0,117.2569231390561,"['Activity E', 'Activity F']",{},{}
52,Activity F,2023-11-28 11:12:39.557059,2023-11-28 11:12:39.557059,2023-11-28 11:15:08.189269,R6,R6,50,50,50,2,[],1.0,148.63221047543823,"['Activity E', 'Activity F']",{},{}
51,Activity F,2023-11-28 11:11:24.970986,2023-11-28 11:11:24.970986,2023-11-28 11:16:09.417314,R5,R5,51,51,49,2,[],1.0,284.4463277840162,"['Activity E', 'Activity F']",{},{}
47,Activity F,2023-11-28 11:16:09.417314,2023-11-28 11:16:09.417314,2023-11-28 11:16:40.333643,R5,R5,48,48,48,2,[],1.0,30.916328883302736,"['Activity E', 'Activity F']",{},{}
55,Activity F,2023-11-28 11:16:40.333643,2023-11-28 11:16:40.333643,2023-11-28 11:17:03.827193,R5,R5,47,47,47,2,[],1.0,23.49354951383086,"['Activity E', 'Activity F']",{},{}
54,Activity F,2023-11-28 11:17:03.827193,2023-11-28 11:17:03.827193,2023-11-28 11:18:26.665588,R5,R5,46,46,46,2,[],1.0,82.8383956420237,"['Activity E', 'Activity F']",{},{}
53,Activity F,2023-11-28 11:15:08.189269,2023-11-28 11:15:08.189269,2023-11-28 11:18:56.571659,R6,R6,49,49,45,2,[],1.0,228.38238941966438,"['Activity E', 'Activity F']",{},{}
57,Activity F,2023-11-28 11:18:56.571659,2023-11-28 11:18:56.571659,2023-11-28 11:19:20.076922,R6,R6,44,44,44,2,[],1.0,23.50526392197114,"['Activity E', 'Activity F']",{},{}
58,Activity F,2023-11-28 11:19:20.076922,2023-11-28 11:19:20.076922,2023-11-28 11:19:31.142226,R6,R6,43,43,43,2,[],1.0,11.06530328776951,"['Activity E', 'Activity F']",{},{}
60,Activity F,2023-11-28 11:19:31.142226,2023-11-28 11:19:31.142226,2023-11-28 11:19:41.039748,R6,R6,42,42,42,2,[],1.0,9.897522558909277,"['Activity E', 'Activity F']",{},{}
56,Activity F,2023-11-28 11:18:26.665588,2023-11-28 11:18:26.665588,2023-11-28 11:22:19.117921,R5,R5,45,45,41,2,[],1.0,232.45233308687946,"['Activity E', 'Activity F']",{},{}
62,Activity F,2023-11-28 11:22:19.117921,2023-11-28 11:22:19.117921,2023-11-28 11:24:46.760976,R5,R5,40,40,40,2,[],1.0,147.64305445490882,"['Activity E', 'Activity F']",{},{}
61,Activity F,2023-11-28 11:24:46.760976,2023-11-28 11:24:46.760976,2023-11-28 11:25:25.859258,R5,R5,39,39,39,2,[],1.0,39.09828173274998,"['Activity E', 'Activity F']",{},{}
64,Activity F,2023-11-28 11:25:25.859258,2023-11-28 11:25:25.859258,2023-11-28 11:26:29.933080,R5,R5,38,38,38,2,[],1.0,64.07382294339153,"['Activity E', 'Activity F']",{},{}
63,Activity F,2023-11-28 11:26:29.933080,2023-11-28 11:26:29.933080,2023-11-28 11:28:00.234754,R5,R5,37,37,37,2,[],1.0,90.30167308199516,"['Activity E', 'Activity F']",{},{}
65,Activity F,2023-11-28 11:28:00.234754,2023-11-28 11:28:00.234754,2023-11-28 11:30:44.976268,R5,R5,36,36,36,2,[],1.0,164.74151413396956,"['Activity E', 'Activity F']",{},{}
67,Activity F,2023-11-28 11:30:44.976268,2023-11-28 11:30:44.976268,2023-11-28 11:30:51.861525,R5,R5,35,35,35,2,[],1.0,6.885257774452944,"['Activity E', 'Activity F']",{},{}
59,Activity F,2023-11-28 11:19:41.039748,2023-11-28 11:19:41.039748,2023-11-28 11:30:55.819466,R6,R6,41,41,34,2,[],1.0,674.7797181013444,"['Activity E', 'Activity F']",{},{}
69,Activity F,2023-11-28 11:30:55.819466,2023-11-28 11:30:55.819466,2023-11-28 11:32:21.806326,R6,R6,33,33,33,2,[],1.0,85.98685933465062,"['Activity E', 'Activity F']",{},{}
66,Activity F,2023-11-28 11:32:21.806326,2023-11-28 11:32:21.806326,2023-11-28 11:32:40.274442,R6,R6,32,32,32,2,[],1.0,18.468116045587625,"['Activity E', 'Activity F']",{},{}
70,Activity F,2023-11-28 11:32:40.274442,2023-11-28 11:32:40.274442,2023-11-28 11:33:51.796908,R6,R6,31,31,31,2,[],1.0,71.52246633361997,"['Activity E', 'Activity F']",{},{}
68,Activity F,2023-11-28 11:30:51.861525,2023-11-28 11:30:51.861525,2023-11-28 11:34:09.635293,R5,R5,34,34,30,2,[],1.0,197.7737670747091,"['Activity E', 'Activity F']",{},{}
71,Activity F,2023-11-28 11:34:09.635293,2023-11-28 11:34:09.635293,2023-11-28 11:34:35.320562,R5,R5,29,29,29,2,[],1.0,25.685269949091953,"['Activity E', 'Activity F']",{},{}
73,Activity F,2023-11-28 11:34:35.320562,2023-11-28 11:34:35.320562,2023-11-28 11:36:23.322322,R5,R5,28,28,28,2,[],1.0,108.00175968058161,"['Activity E', 'Activity F']",{},{}
72,Activity F,2023-11-28 11:33:51.796908,2023-11-28 11:33:51.796908,2023-11-28 11:38:36.654149,R6,R6,30,30,27,2,[],1.0,284.85724086982594,"['Activity E', 'Activity F']",{},{}
74,Activity F,2023-11-28 11:36:23.322322,2023-11-28 11:36:23.322322,2023-11-28 11:39:03.155791,R5,R5,27,27,26,2,[],1.0,159.8334684513302,"['Activity E', 'Activity F']",{},{}
76,Activity F,2023-11-28 11:39:03.155791,2023-11-28 11:39:03.155791,2023-11-28 11:39:27.027912,R5,R5,25,25,25,2,[],1.0,23.872121002699263,"['Activity E', 'Activity F']",{},{}
75,Activity F,2023-11-28 11:38:36.654149,2023-11-28 11:38:36.654149,2023-11-28 11:41:00.059915,R6,R6,26,26,24,2,[],1.0,143.40576598702287,"['Activity E', 'Activity F']",{},{}
78,Activity F,2023-11-28 11:39:27.027912,2023-11-28 11:39:27.027912,2023-11-28 11:41:15.491157,R5,R5,24,24,23,2,[],1.0,108.46324524926587,"['Activity E', 'Activity F']",{},{}
79,Activity F,2023-11-28 11:41:00.059915,2023-11-28 11:41:00.059915,2023-11-28 11:42:07.622999,R6,R6,23,23,22,2,[],1.0,67.56308390058875,"['Activity E', 'Activity F']",{},{}
80,Activity F,2023-11-28 11:41:15.491157,2023-11-28 11:41:15.491157,2023-11-28 11:43:55.835515,R5,R5,22,22,21,2,[],1.0,160.3443579950239,"['Activity E', 'Activity F']",{},{}
77,Activity F,2023-11-28 11:42:07.622999,2023-11-28 11:42:07.622999,2023-11-28 11:47:17.792143,R6,R6,21,21,20,2,[],1.0,310.1691443947301,"['Activity E', 'Activity F']",{},{}
82,Activity F,2023-11-28 11:43:55.835515,2023-11-28 11:43:55.835515,2023-11-28 11:48:11.957794,R5,R5,20,20,19,2,[],1.0,256.1222790624541,"['Activity E', 'Activity F']",{},{}
81,Activity F,2023-11-28 11:47:17.792143,2023-11-28 11:47:17.792143,2023-11-28 11:49:18.227225,R6,R6,19,19,18,2,[],1.0,120.43508195413771,"['Activity E', 'Activity F']",{},{}
85,Activity F,2023-11-28 11:49:18.227225,2023-11-28 11:49:18.227225,2023-11-28 11:50:29.963284,R6,R6,17,17,17,2,[],1.0,71.73605853186814,"['Activity E', 'Activity F']",{},{}
84,Activity F,2023-11-28 11:48:11.957794,2023-11-28 11:48:11.957794,2023-11-28 11:52:11.946630,R5,R5,18,18,16,2,[],1.0,239.98883591835798,"['Activity E', 'Activity F']",{},{}
86,Activity F,2023-11-28 11:50:29.963284,2023-11-28 11:50:29.963284,2023-11-28 11:56:35.830498,R6,R6,16,16,15,2,[],1.0,365.86721472263696,"['Activity E', 'Activity F']",{},{}
83,Activity F,2023-11-28 11:52:11.946630,2023-11-28 11:52:11.946630,2023-11-28 11:57:59.011133,R5,R5,15,15,14,2,[],1.0,347.0645030455402,"['Activity E', 'Activity F']",{},{}
89,Activity F,2023-11-28 11:57:59.011133,2023-11-28 11:57:59.011133,2023-11-28 11:59:17.582058,R5,R5,13,13,13,2,[],1.0,78.57092479866162,"['Activity E', 'Activity F']",{},{}
87,Activity F,2023-11-28 11:56:35.830498,2023-11-28 11:56:35.830498,2023-11-28 12:00:15.367367,R6,R6,14,14,12,2,[],1.0,219.53686823591502,"['Activity E', 'Activity F']",{},{}
88,Activity F,2023-11-28 11:59:17.582058,2023-11-28 11:59:17.582058,2023-11-28 12:00:53.945345,R5,R5,12,12,11,2,[],1.0,96.36328708024922,"['Activity E', 'Activity F']",{},{}
92,Activity F,2023-11-28 12:00:53.945345,2023-11-28 12:00:53.945345,2023-11-28 12:01:17.007472,R5,R5,10,10,10,2,[],1.0,23.062127280906232,"['Activity E', 'Activity F']",{},{}
91,Activity F,2023-11-28 12:01:17.007472,2023-11-28 12:01:17.007472,2023-11-28 12:04:01.333671,R5,R5,9,9,9,2,[],1.0,164.32619889773676,"['Activity E', 'Activity F']",{},{}
93,Activity F,2023-11-28 12:04:01.333671,2023-11-28 12:04:01.333671,2023-11-28 12:06:08.045075,R5,R5,8,8,8,2,[],1.0,126.71140400104595,"['Activity E', 'Activity F']",{},{}
94,Activity F,2023-11-28 12:06:08.045075,2023-11-28 12:06:08.045075,2023-11-28 12:08:01.512054,R5,R5,7,7,7,2,[],1.0,113.466979390139,"['Activity E', 'Activity F']",{},{}
96,Activity F,2023-11-28 12:08:01.512054,2023-11-28 12:08:01.512054,2023-11-28 12:08:33.800344,R5,R5,6,6,6,2,[],1.0,32.288289882617086,"['Activity E', 'Activity F']",{},{}
97,Activity F,2023-11-28 12:08:33.800344,2023-11-28 12:08:33.800344,2023-11-28 12:08:57.241731,R5,R5,5,5,5,2,[],1.0,23.441386565134415,"['Activity E', 'Activity F']",{},{}
98,Activity F,2023-11-28 12:08:57.241731,2023-11-28 12:08:57.241731,2023-11-28 12:10:52.271397,R5,R5,4,4,4,2,[],1.0,115.02966608626014,"['Activity E', 'Activity F']",{},{}
99,Activity F,2023-11-28 12:10:52.271397,2023-11-28 12:10:52.271397,2023-11-28 12:11:02.357249,R5,R5,3,3,3,2,[],1.0,10.085852299419763,"['Activity E', 'Activity F']",{},{}
90,Activity F,2023-11-28 12:00:15.367367,2023-11-28 12:00:15.367367,2023-11-28 12:11:55.148706,R6,R6,11,11,2,2,[],1.0,699.781339702322,"['Activity E', 'Activity F']",{},{}
95,Activity F,2023-11-28 12:11:02.357249,2023-11-28 12:11:02.357249,2023-11-28 12:14:05.238968,R5,R5,2,2,1,2,[],1.0,182.88171884407345,"['Activity E', 'Activity F']",{},{}
